| table_name                  | column_name                  | data_type                   | is_nullable | column_default                                                |
| teslimat_siparisleri        | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| teslimatlar                 | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| teslimatlar                 | teslimat_no                  | text                        | NO          | null                                                          |
| teslimatlar                 | arac_id                      | uuid                        | YES         | null                                                          |
| teslimatlar                 | sofor_kullanici_id           | uuid                        | YES         | null                                                          |
| teslimatlar                 | teslimat_durumu              | text                        | NO          | 'basladi'::text                                               |
| teslimatlar                 | baslangic_tarihi             | timestamp with time zone    | YES         | null                                                          |
| teslimatlar                 | bitis_tarihi                 | timestamp with time zone    | YES         | null                                                          |
| teslimatlar                 | toplam_siparis_sayisi        | integer                     | NO          | 0                                                             |
| teslimatlar                 | teslim_edilen_sayisi         | integer                     | NO          | 0                                                             |
| teslimatlar                 | notlar                       | text                        | YES         | null                                                          |
| teslimatlar                 | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| teslimatlar                 | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| todo_dosyalar               | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| todo_dosyalar               | todo_id                      | uuid                        | NO          | null                                                          |
| todo_dosyalar               | dosya_adi                    | text                        | NO          | null                                                          |
| todo_dosyalar               | dosya_url                    | text                        | NO          | null                                                          |
| todo_dosyalar               | dosya_tipi                   | text                        | NO          | null                                                          |
| todo_dosyalar               | dosya_boyutu                 | integer                     | YES         | null                                                          |
| todo_dosyalar               | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| todolar                     | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| todolar                     | baslik                       | text                        | NO          | null                                                          |
| todolar                     | aciklama                     | text                        | YES         | null                                                          |
| todolar                     | oncelik                      | text                        | NO          | 'orta'::text                                                  |
| todolar                     | kategori                     | text                        | NO          | 'genel'::text                                                 |
| todolar                     | durum                        | text                        | NO          | 'beklemede'::text                                             |
| todolar                     | baslangic_tarihi             | date                        | YES         | null                                                          |
| todolar                     | bitis_tarihi                 | date                        | YES         | null                                                          |
| todolar                     | tamamlanma_tarihi            | date                        | YES         | null                                                          |
| todolar                     | atanan_kullanici_id          | uuid                        | YES         | null                                                          |
| todolar                     | olusturan_kullanici_id       | uuid                        | YES         | null                                                          |
| todolar                     | tamamlama_yuzde              | integer                     | NO          | 0                                                             |
| todolar                     | notlar                       | text                        | YES         | null                                                          |
| todolar                     | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| todolar                     | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| todolar                     | resim_url                    | ARRAY                       | YES         | null                                                          |
| urun_barkodlari             | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| urun_barkodlari             | stok_id                      | uuid                        | NO          | null                                                          |
| urun_barkodlari             | barkod                       | character varying           | NO          | null                                                          |
| urun_barkodlari             | barkod_tipi                  | character varying           | YES         | 'standart'::character varying                                 |
| urun_barkodlari             | aktif                        | boolean                     | YES         | true                                                          |
| urun_barkodlari             | aciklama                     | text                        | YES         | null                                                          |
| urun_barkodlari             | olusturma_tarihi             | timestamp without time zone | YES         | CURRENT_TIMESTAMP                                             |
| urun_barkodlari             | guncelleme_tarihi            | timestamp without time zone | YES         | CURRENT_TIMESTAMP                                             |
| urun_fiyat_listeleri        | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| urun_fiyat_listeleri        | stok_id                      | uuid                        | NO          | null                                                          |
| urun_fiyat_listeleri        | fiyat_tanimi_id              | uuid                        | NO          | null                                                          |
| urun_fiyat_listeleri        | fiyat                        | numeric                     | NO          | 0                                                             |
| urun_fiyat_listeleri        | baslangic_tarihi             | date                        | YES         | null                                                          |
| urun_fiyat_listeleri        | bitis_tarihi                 | date                        | YES         | null                                                          |
| urun_fiyat_listeleri        | aktif                        | boolean                     | YES         | true                                                          |
| urun_fiyat_listeleri        | olusturma_tarihi             | timestamp with time zone    | YES         | now()                                                         |
| urun_fiyat_listeleri        | guncelleme_tarihi            | timestamp with time zone    | YES         | now()                                                         |
| urun_resimleri              | id                           | uuid                        | NO          | uuid_generate_v4()                                            |
| urun_resimleri              | stok_id                      | uuid                        | YES         | null                                                          |
| urun_resimleri              | resim_urls                   | ARRAY                       | YES         | '{}'::text[]                                                  |
| urun_resimleri              | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| urun_resimleri              | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| urun_sayimlari              | id                           | integer                     | NO          | nextval('urun_sayimlari_id_seq'::regclass)                    |
| urun_sayimlari              | stok_id                      | uuid                        | YES         | null                                                          |
| urun_sayimlari              | stok_kodu                    | character varying           | NO          | null                                                          |
| urun_sayimlari              | stok_adi                     | character varying           | NO          | null                                                          |
| urun_sayimlari              | barkod                       | character varying           | YES         | null                                                          |
| urun_sayimlari              | sayilan_miktar               | integer                     | NO          | 0                                                             |
| urun_sayimlari              | onceki_miktar                | integer                     | YES         | 0                                                             |
| urun_sayimlari              | raf_kodu                     | character varying           | YES         | null                                                          |
| urun_sayimlari              | sayim_tarihi                 | timestamp with time zone    | YES         | now()                                                         |
| urun_sayimlari              | sayim_yapan_kullanici        | character varying           | YES         | null                                                          |
| urun_sayimlari              | notlar                       | text                        | YES         | null                                                          |
| urun_sayimlari              | sayim_oturumu_id             | uuid                        | YES         | gen_random_uuid()                                             |
| urun_sayimlari              | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| urun_sayimlari              | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| urun_varyantlari            | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| urun_varyantlari            | varyant_grup_id              | uuid                        | NO          | null                                                          |
| urun_varyantlari            | stok_id                      | uuid                        | NO          | null                                                          |
| urun_varyantlari            | varyant_ozellikleri          | jsonb                       | YES         | null                                                          |
| urun_varyantlari            | sira_no                      | integer                     | YES         | 0                                                             |
| urun_varyantlari            | olusturma_tarihi             | timestamp without time zone | YES         | CURRENT_TIMESTAMP                                             |
| urun_varyantlari            | varyant_adi                  | character varying           | YES         | null                                                          |
| urun_varyantlari            | varyant_kodu                 | character varying           | YES         | null                                                          |
| urun_varyantlari            | varyant_barkod               | character varying           | YES         | null                                                          |
| urun_varyantlari            | resim_url_1                  | text                        | YES         | null                                                          |
| urun_varyantlari            | resim_url_2                  | text                        | YES         | null                                                          |
| urun_varyantlari            | resim_url_3                  | text                        | YES         | null                                                          |
| urun_varyantlari            | resim_url_4                  | text                        | YES         | null                                                          |
| urun_varyantlari            | resim_url_5                  | text                        | YES         | null                                                          |
| urun_varyantlari            | satis_fiyati                 | numeric                     | YES         | null                                                          |
| urun_varyantlari            | alis_fiyati                  | numeric                     | YES         | null                                                          |
| urun_varyantlari            | eldeki_miktar                | numeric                     | YES         | 0                                                             |
| urun_varyantlari            | minimum_stok                 | numeric                     | YES         | 0                                                             |
| urun_varyantlari            | aktif                        | boolean                     | YES         | true                                                          |
| urun_varyantlari            | guncelleme_tarihi            | timestamp without time zone | YES         | CURRENT_TIMESTAMP                                             |
| user_fatura_ayarlari        | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| user_fatura_ayarlari        | user_id                      | text                        | NO          | null                                                          |
| user_fatura_ayarlari        | fatura_seri_no               | character varying           | NO          | 'A'::character varying                                        |
| user_fatura_ayarlari        | fatura_sira_no               | integer                     | NO          | 1                                                             |
| user_fatura_ayarlari        | created_at                   | timestamp with time zone    | YES         | CURRENT_TIMESTAMP                                             |
| user_fatura_ayarlari        | updated_at                   | timestamp with time zone    | YES         | CURRENT_TIMESTAMP                                             |
| user_page_restrictions      | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| user_page_restrictions      | kullanici_id                 | uuid                        | NO          | null                                                          |
| user_page_restrictions      | page_name                    | text                        | NO          | null                                                          |
| user_page_restrictions      | allowed                      | boolean                     | NO          | true                                                          |
| user_page_restrictions      | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| user_page_restrictions      | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| user_page_view_settings     | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| user_page_view_settings     | user_id                      | uuid                        | NO          | '00000000-0000-0000-0000-000000000000'::uuid                  |
| user_page_view_settings     | page_name                    | character varying           | NO          | null                                                          |
| user_page_view_settings     | setting_key                  | character varying           | NO          | null                                                          |
| user_page_view_settings     | setting_value                | text                        | NO          | true                                                          |
| user_page_view_settings     | created_at                   | timestamp with time zone    | YES         | CURRENT_TIMESTAMP                                             |
| user_page_view_settings     | updated_at                   | timestamp with time zone    | YES         | CURRENT_TIMESTAMP                                             |
| user_page_view_settings     | order_number                 | integer                     | NO          | nextval('user_page_view_settings_order_number_seq'::regclass) |
| user_profiles               | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| user_profiles               | user_id                      | uuid                        | YES         | null                                                          |
| user_profiles               | full_name                    | text                        | NO          | null                                                          |
| user_profiles               | email                        | text                        | NO          | null                                                          |
| user_profiles               | role                         | text                        | NO          | 'Employee'::text                                              |
| user_profiles               | permissions                  | jsonb                       | YES         | '{}'::jsonb                                                   |
| user_profiles               | is_active                    | boolean                     | YES         | true                                                          |
| user_profiles               | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| user_profiles               | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| v_onay_bekleyen_siparisler  | id                           | uuid                        | YES         | null                                                          |
| v_onay_bekleyen_siparisler  | siparis_id                   | text                        | YES         | null                                                          |
| v_onay_bekleyen_siparisler  | siparis_numarasi             | text                        | YES         | null                                                          |
| v_onay_bekleyen_siparisler  | musteri_adi                  | text                        | YES         | null                                                          |
| v_onay_bekleyen_siparisler  | toplam_tutar                 | numeric                     | YES         | null                                                          |
| v_onay_bekleyen_siparisler  | onay_durumu                  | text                        | YES         | null                                                          |
| v_onay_bekleyen_siparisler  | adet_uyusmazligi             | boolean                     | YES         | null                                                          |
| v_onay_bekleyen_siparisler  | duzenleme_sayisi             | integer                     | YES         | null                                                          |
| v_onay_bekleyen_siparisler  | yeniden_kontrol_sayisi       | integer                     | YES         | null                                                          |
| v_onay_bekleyen_siparisler  | uyusmazlik_sayisi            | bigint                      | YES         | null                                                          |
| v_onay_bekleyen_siparisler  | created_at                   | timestamp with time zone    | YES         | null                                                          |
| v_onay_bekleyen_siparisler  | updated_at                   | timestamp with time zone    | YES         | null                                                          |
| v_siparis_akis_ozeti        | id                           | uuid                        | YES         | null                                                          |
| v_siparis_akis_ozeti        | siparis_id                   | text                        | YES         | null                                                          |
| v_siparis_akis_ozeti        | siparis_numarasi             | text                        | YES         | null                                                          |
| v_siparis_akis_ozeti        | musteri_adi                  | text                        | YES         | null                                                          |
| v_siparis_akis_ozeti        | durum                        | text                        | YES         | null                                                          |
| v_siparis_akis_ozeti        | onay_durumu                  | text                        | YES         | null                                                          |
| v_siparis_akis_ozeti        | adet_uyusmazligi             | boolean                     | YES         | null                                                          |
| v_siparis_akis_ozeti        | duzenleme_sayisi             | integer                     | YES         | null                                                          |
| v_siparis_akis_ozeti        | yeniden_kontrol_sayisi       | integer                     | YES         | null                                                          |
| v_siparis_akis_ozeti        | kontrol_referans_tipi        | text                        | YES         | null                                                          |
| v_siparis_akis_ozeti        | hazirlayan_email             | character varying           | YES         | null                                                          |
| v_siparis_akis_ozeti        | kontrol_eden_email           | character varying           | YES         | null                                                          |
| v_siparis_akis_ozeti        | onaylayan_email              | character varying           | YES         | null                                                          |
| v_siparis_akis_ozeti        | yukleyen_email               | character varying           | YES         | null                                                          |
| v_siparis_akis_ozeti        | hazirlama_baslama_tarihi     | timestamp with time zone    | YES         | null                                                          |
| v_siparis_akis_ozeti        | hazirlama_bitis_tarihi       | timestamp with time zone    | YES         | null                                                          |
| v_siparis_akis_ozeti        | kontrol_tarihi               | timestamp with time zone    | YES         | null                                                          |
| v_siparis_akis_ozeti        | onay_tarihi                  | timestamp with time zone    | YES         | null                                                          |
| v_siparis_akis_ozeti        | yukleme_tarihi               | timestamp with time zone    | YES         | null                                                          |
| v_siparis_akis_ozeti        | hazirlama_suresi_dk          | numeric                     | YES         | null                                                          |
| v_siparis_akis_ozeti        | kontrol_suresi_dk            | numeric                     | YES         | null                                                          |
| v_siparis_akis_ozeti        | yukleme_suresi_dk            | numeric                     | YES         | null                                                          |
| v_siparis_akis_ozeti        | created_at                   | timestamp with time zone    | YES         | null                                                          |
| v_siparis_akis_ozeti        | updated_at                   | timestamp with time zone    | YES         | null                                                          |
| v_xml_feed_primary_keys     | feed_id                      | uuid                        | YES         | null                                                          |
| v_xml_feed_primary_keys     | target_table                 | text                        | YES         | null                                                          |
| v_xml_feed_primary_keys     | primary_key_columns          | ARRAY                       | YES         | null                                                          |
| varyant_gruplari            | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| varyant_gruplari            | grup_adi                     | character varying           | NO          | null                                                          |
| varyant_gruplari            | ana_stok_id                  | uuid                        | NO          | null                                                          |
| varyant_gruplari            | aciklama                     | text                        | YES         | null                                                          |
| varyant_gruplari            | aktif                        | boolean                     | YES         | true                                                          |
| varyant_gruplari            | olusturma_tarihi             | timestamp without time zone | YES         | CURRENT_TIMESTAMP                                             |
| varyant_gruplari            | guncelleme_tarihi            | timestamp without time zone | YES         | CURRENT_TIMESTAMP                                             |
| varyant_ozellikleri         | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| varyant_ozellikleri         | ozellik_adi                  | character varying           | NO          | null                                                          |
| varyant_ozellikleri         | ozellik_degeri               | character varying           | NO          | null                                                          |
| varyant_ozellikleri         | sira_no                      | integer                     | YES         | 0                                                             |
| varyant_ozellikleri         | aktif                        | boolean                     | YES         | true                                                          |
| varyant_ozellikleri         | olusturma_tarihi             | timestamp without time zone | YES         | CURRENT_TIMESTAMP                                             |
| varyant_ozellikleri         | renk_kodu                    | character varying           | YES         | null                                                          |
| varyant_ozellikleri         | resim_url                    | text                        | YES         | null                                                          |
| xml_category_mappings       | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| xml_category_mappings       | feed_id                      | uuid                        | NO          | null                                                          |
| xml_category_mappings       | xml_category_value           | text                        | NO          | null                                                          |
| xml_category_mappings       | kategori_id                  | uuid                        | NO          | null                                                          |
| xml_feed_fields             | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| xml_feed_fields             | feed_id                      | uuid                        | NO          | null                                                          |
| xml_feed_fields             | field_path                   | text                        | NO          | null                                                          |
| xml_feed_fields             | sample_value                 | text                        | YES         | null                                                          |
| xml_feed_fields             | last_seen_at                 | timestamp with time zone    | NO          | now()                                                         |
| xml_feed_mappings           | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| xml_feed_mappings           | feed_id                      | uuid                        | NO          | null                                                          |
| xml_feed_mappings           | target_table                 | text                        | NO          | null                                                          |
| xml_feed_mappings           | target_column                | text                        | NO          | null                                                          |
| xml_feed_mappings           | xml_field_path               | text                        | NO          | null                                                          |
| xml_feed_mappings           | data_type                    | text                        | NO          | 'text'::text                                                  |
| xml_feed_mappings           | default_value                | text                        | YES         | null                                                          |
| xml_feed_mappings           | is_required                  | boolean                     | NO          | false                                                         |
| xml_feed_mappings           | is_primary_key               | boolean                     | NO          | false                                                         |
| xml_feed_mappings           | enabled                      | boolean                     | NO          | true                                                          |
| xml_feed_mappings           | transform                    | jsonb                       | YES         | null                                                          |
| xml_feed_mappings           | created_at                   | timestamp with time zone    | NO          | now()                                                         |
| xml_feed_mappings           | updated_at                   | timestamp with time zone    | NO          | now()                                                         |
| xml_feeds                   | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| xml_feeds                   | name                         | text                        | NO          | null                                                          |
| xml_feeds                   | url                          | text                        | NO          | null                                                          |
| xml_feeds                   | item_selector                | text                        | NO          | '//product'::text                                             |
| xml_feeds                   | conflict_columns             | ARRAY                       | NO          | ARRAY['stok_kodu'::text]                                      |
| xml_feeds                   | last_sample_xml              | text                        | YES         | null                                                          |
| xml_feeds                   | settings                     | jsonb                       | NO          | '{}'::jsonb                                                   |
| xml_feeds                   | is_active                    | boolean                     | NO          | true                                                          |
| xml_feeds                   | created_at                   | timestamp with time zone    | NO          | now()                                                         |
| xml_feeds                   | updated_at                   | timestamp with time zone    | NO          | now()                                                         |
| xml_feeds                   | user_id                      | uuid                        | YES         | null                                                          |
| xml_feeds                   | last_synced_at               | timestamp with time zone    | YES         | null                                                          |
| xml_import_runs             | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| xml_import_runs             | feed_id                      | uuid                        | NO          | null                                                          |
| xml_import_runs             | started_at                   | timestamp with time zone    | NO          | now()                                                         |
| xml_import_runs             | finished_at                  | timestamp with time zone    | YES         | null                                                          |
| xml_import_runs             | status                       | text                        | NO          | 'pending'::text                                               |
| xml_import_runs             | inserted_count               | integer                     | NO          | 0                                                             |
| xml_import_runs             | updated_count                | integer                     | NO          | 0                                                             |
| xml_import_runs             | skipped_count                | integer                     | NO          | 0                                                             |
| xml_import_runs             | error_message                | text                        | YES         | null                                                          |
| xml_import_runs             | raw_log                      | jsonb                       | YES         | null                                                          |
| xmleslestirme               | id                           | bigint                      | NO          | null                                                          |
| xmleslestirme               | created_at                   | timestamp with time zone    | NO          | now()                                                         |
| xmleslestirme               | tanim_tipi                   | text                        | NO          | null                                                          |
| xmleslestirme               | xml_alani                    | text                        | NO          | null                                                          |
| xmllink                     | id                           | uuid                        | NO          | uuid_generate_v4()                                            |
| xmllink                     | url                          | text                        | NO          | null                                                          |
| xmllink                     | last_synced_at               | timestamp with time zone    | YES         | null                                                          |
| xmllink                     | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| xmllink                     | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| xmllink                     | sync_interval_minutes        | integer                     | YES         | 0                                                             |
| xmlurunler                  | id                           | uuid                        | NO          | uuid_generate_v4()                                            |
| xmlurunler                  | product_code                 | text                        | NO          | null                                                          |
| xmlurunler                  | product_id                   | integer                     | NO          | null                                                          |
| xmlurunler                  | barcode                      | text                        | YES         | null                                                          |
| xmlurunler                  | mpn                          | text                        | YES         | null                                                          |
| xmlurunler                  | rafno                        | text                        | YES         | null                                                          |
| xmlurunler                  | alt_baslik2                  | text                        | YES         | null                                                          |
| xmlurunler                  | alt_baslik                   | text                        | YES         | null                                                          |
| xmlurunler                  | name                         | text                        | NO          | null                                                          |
| xmlurunler                  | main_category                | text                        | YES         | null                                                          |
| xmlurunler                  | main_category_id             | integer                     | YES         | null                                                          |
| xmlurunler                  | category                     | text                        | YES         | null                                                          |
| xmlurunler                  | category_id                  | integer                     | YES         | null                                                          |
| xmlurunler                  | sub_category                 | text                        | YES         | null                                                          |
| xmlurunler                  | sub_category_id              | integer                     | YES         | null                                                          |
| xmlurunler                  | price                        | numeric                     | NO          | null                                                          |
| xmlurunler                  | currency_type                | text                        | NO          | 'TRL'::text                                                   |
| xmlurunler                  | tax                          | numeric                     | YES         | null                                                          |
| xmlurunler                  | stock                        | integer                     | NO          | null                                                          |
| xmlurunler                  | brand                        | text                        | YES         | null                                                          |
| xmlurunler                  | origin                       | text                        | YES         | null                                                          |
| xmlurunler                  | images                       | ARRAY                       | YES         | null                                                          |
| xmlurunler                  | width                        | numeric                     | YES         | null                                                          |
| xmlurunler                  | height                       | numeric                     | YES         | null                                                          |
| xmlurunler                  | depth                        | numeric                     | YES         | null                                                          |
| xmlurunler                  | desi                         | numeric                     | YES         | null                                                          |
| xmlurunler                  | weight                       | numeric                     | YES         | null                                                          |
| xmlurunler                  | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| xmlurunler                  | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| xmlurunler                  | images1                      | text                        | YES         | null                                                          |
| xmlurunler                  | images2                      | text                        | YES         | null                                                          |
| xmlurunler                  | images3                      | text                        | YES         | null                                                          |
| xmlurunler                  | images4                      | text                        | YES         | null                                                          |
| xmlurunler                  | images5                      | text                        | YES         | null                                                          |
| xmlurunler                  | images6                      | text                        | YES         | null                                                          |
